installment,purpose,application_type,int_rate,last_pymnt_amnt,loan_amnt,revol_bal,delinq_2yrs,inq_last_6mths,mort_acc,grade,open_acc,revol_util,total_acc,fico_range_low,fico_range_high,addr_state,emp_length,home_ownership,verification_status,annual_inc,loan_status
1060.75,debt_consolidation,Joint App,8.81,1060.75,33450.0,48366.0,0.0,0.0,0.0,A,6.0,36.5,14.0,765.0,769.0,KY,10+ years,OWN,Not Verified,55000.0,Current
619.47,debt_consolidation,Individual,7.21,2.62,20000.0,126805.0,0.0,0.0,4.0,A,13.0,43.9,28.0,725.0,729.0,SC,3 years,MORTGAGE,Source Verified,245000.0,Fully Paid
312.66,credit_card,Individual,10.64,9617.8,9600.0,5689.0,0.0,1.0,1.0,B,10.0,20.4,13.0,675.0,679.0,OH,1 year,MORTGAGE,Verified,60000.0,Fully Paid
527.63,credit_card,Individual,7.39,527.63,26400.0,28085.0,0.0,0.0,0.0,A,12.0,48.0,22.0,720.0,724.0,AK,6 years,RENT,Not Verified,74000.0,Current
259.68,debt_consolidation,Individual,11.06,259.68,7925.0,7531.0,1.0,0.0,2.0,B,10.0,32.2,13.0,695.0,699.0,TX,< 1 year,MORTGAGE,Not Verified,42000.0,Current
391.5,credit_card,Individual,5.32,391.2,13000.0,13196.0,0.0,0.0,0.0,A,11.0,42.3,26.0,715.0,719.0,VA,3 years,RENT,Source Verified,63000.0,Fully Paid
988.71,renewable_energy,Individual,15.49,988.71,28325.0,13652.0,0.0,0.0,6.0,C,15.0,67.6,28.0,675.0,679.0,NJ,10+ years,MORTGAGE,Verified,85000.0,Late (31-120 days)
280.27,other,Individual,7.46,280.27,14000.0,60.0,0.0,0.0,0.0,A,9.0,0.1,12.0,775.0,779.0,NJ,1 year,RENT,Not Verified,125000.0,Current
317.12,home_improvement,Individual,8.81,317.12,10000.0,8367.0,0.0,0.0,1.0,A,7.0,64.4,14.0,710.0,714.0,OH,< 1 year,MORTGAGE,Not Verified,50000.0,Current
154.86,debt_consolidation,Individual,9.99,154.86,4800.0,3847.0,0.0,0.0,0.0,B,8.0,55.0,18.0,685.0,689.0,CA,3 years,RENT,Source Verified,47000.0,Fully Paid
380.56,credit_card,Individual,14.99,380.56,16000.0,26626.0,0.0,0.0,0.0,C,14.0,45.3,38.0,715.0,719.0,OH,10+ years,RENT,Not Verified,60000.0,Current
153.43,debt_consolidation,Individual,18.75,2196.82,4200.0,7108.0,0.0,0.0,0.0,D,8.0,81.7,12.0,660.0,664.0,NC,2 years,RENT,Not Verified,30000.0,Fully Paid
324.55,home_improvement,Individual,7.07,324.55,10500.0,2457.0,0.0,0.0,3.0,A,16.0,3.3,31.0,825.0,829.0,KY,10+ years,MORTGAGE,Not Verified,53000.0,Current
215.33,debt_consolidation,Individual,17.47,215.33,6000.0,3418.0,4.0,0.0,1.0,D,10.0,23.7,21.0,705.0,709.0,OH,3 years,MORTGAGE,Source Verified,40000.0,Current
761.8,home_improvement,Individual,6.11,761.8,25000.0,6298.0,0.0,0.0,4.0,A,25.0,4.9,50.0,805.0,809.0,IL,10+ years,MORTGAGE,Not Verified,85000.0,Current
273.39,debt_consolidation,Individual,13.99,24.93,8000.0,5038.0,0.0,0.0,0.0,C,5.0,49.4,6.0,665.0,669.0,CA,2 years,RENT,Source Verified,31680.0,Fully Paid
1067.3,debt_consolidation,Individual,12.29,10.26,32000.0,8267.0,0.0,0.0,5.0,C,16.0,37.1,42.0,700.0,704.0,NY,< 1 year,RENT,Verified,165000.0,Fully Paid
426.3,other,Individual,22.99,1021.99,15125.0,4427.0,0.0,0.0,0.0,F,21.0,57.5,27.0,685.0,689.0,CA,< 1 year,OWN,Source Verified,44532.0,Fully Paid
497.46,small_business,Individual,11.89,6773.46,15000.0,2548.0,0.0,0.0,,B,15.0,8.4,61.0,715.0,719.0,CA,1 year,RENT,Source Verified,100000.0,Fully Paid
421.92,debt_consolidation,Individual,14.33,421.92,18000.0,8633.0,0.0,0.0,1.0,C,12.0,21.1,15.0,720.0,724.0,GA,4 years,MORTGAGE,Verified,44000.0,Charged Off
161.16,credit_card,Individual,18.94,161.16,4400.0,22584.0,0.0,0.0,0.0,D,7.0,80.7,11.0,675.0,679.0,FL,3 years,RENT,Source Verified,62000.0,Current
554.35,debt_consolidation,Individual,13.67,554.35,24000.0,28072.0,0.0,0.0,0.0,C,14.0,38.1,21.0,705.0,709.0,TX,3 years,RENT,Source Verified,120000.0,Current
242.75,small_business,Individual,7.9,349.4,12000.0,9595.0,0.0,0.0,,A,9.0,18.5,21.0,770.0,774.0,WA,5 years,MORTGAGE,Source Verified,40000.0,Fully Paid
587.34,credit_card,Individual,16.29,16245.89,24000.0,18791.0,0.0,1.0,1.0,D,12.0,73.0,42.0,680.0,684.0,CA,2 years,MORTGAGE,Verified,100000.0,Fully Paid
419.36,credit_card,Individual,15.59,419.36,17400.0,14745.0,0.0,1.0,0.0,C,12.0,55.2,22.0,660.0,664.0,OH,< 1 year,RENT,Source Verified,51000.0,Current
317.53,debt_consolidation,Individual,11.71,4463.8,9600.0,8051.0,0.0,2.0,,B,13.0,24.6,33.0,710.0,714.0,OK,10+ years,RENT,Source Verified,24000.0,Fully Paid
166.05,debt_consolidation,Individual,11.99,166.05,5000.0,2666.0,0.0,1.0,0.0,B,7.0,25.4,10.0,710.0,714.0,PA,10+ years,RENT,Source Verified,39000.0,Current
590.5,debt_consolidation,Individual,11.14,590.5,18000.0,10353.0,0.0,0.0,3.0,B,11.0,58.8,24.0,695.0,699.0,NC,8 years,MORTGAGE,Not Verified,44000.0,Charged Off
678.31,debt_consolidation,Individual,10.07,678.31,21000.0,14371.0,1.0,2.0,0.0,B,11.0,74.1,29.0,690.0,694.0,DC,5 years,RENT,Source Verified,106593.0,Current
532.98,debt_consolidation,Individual,25.44,913.75,18000.0,26719.0,0.0,0.0,0.0,F,13.0,55.4,19.0,705.0,709.0,CA,< 1 year,RENT,Verified,80000.0,Fully Paid
466.84,debt_consolidation,Individual,18.99,466.84,18000.0,4753.0,0.0,1.0,3.0,D,6.0,68.9,19.0,685.0,689.0,NV,9 years,MORTGAGE,Source Verified,82328.0,Charged Off
127.52,credit_card,Individual,9.17,402.94,4000.0,5638.0,0.0,1.0,1.0,B,7.0,35.9,21.0,675.0,679.0,FL,10+ years,RENT,Source Verified,68000.0,Fully Paid
388.14,credit_card,Individual,10.64,362.28,18000.0,13260.0,1.0,0.0,2.0,B,12.0,57.0,26.0,730.0,734.0,MD,9 years,RENT,Verified,73000.0,Fully Paid
934.46,debt_consolidation,Individual,19.03,934.46,36000.0,4024.0,0.0,0.0,0.0,D,8.0,8.5,14.0,735.0,739.0,NJ,2 years,RENT,Source Verified,75000.0,Charged Off
172.84,debt_consolidation,Individual,8.19,3549.55,5500.0,8023.0,0.0,0.0,1.0,A,12.0,43.1,42.0,705.0,709.0,UT,1 year,MORTGAGE,Source Verified,48000.0,Fully Paid
250.11,credit_card,Individual,7.84,250.11,8000.0,20523.0,0.0,0.0,1.0,A,20.0,31.6,33.0,735.0,739.0,NY,,MORTGAGE,Not Verified,124000.0,Current
327.29,debt_consolidation,Individual,15.88,330.0,9325.0,16653.0,0.0,0.0,0.0,C,29.0,74.3,33.0,680.0,684.0,CA,2 years,RENT,Verified,35000.0,Charged Off
1048.65,debt_consolidation,Individual,15.59,29933.39,30000.0,30555.0,1.0,1.0,5.0,C,21.0,28.1,34.0,680.0,684.0,NY,9 years,OWN,Source Verified,120000.0,Fully Paid
263.78,debt_consolidation,Individual,11.49,263.78,8000.0,16344.0,0.0,2.0,1.0,B,15.0,80.5,24.0,660.0,664.0,OH,10+ years,MORTGAGE,Not Verified,75000.0,Current
33.57,home_improvement,Individual,12.73,33.57,1000.0,1044.0,0.0,0.0,0.0,B,5.0,19.7,12.0,715.0,719.0,MI,,OWN,Verified,33000.0,Current
754.31,debt_consolidation,Individual,21.49,25267.3,27600.0,22229.0,1.0,0.0,0.0,D,11.0,72.2,23.0,685.0,689.0,OH,4 years,RENT,Verified,60000.0,Fully Paid
202.5,debt_consolidation,Individual,18.99,202.5,5525.0,10799.0,0.0,0.0,0.0,E,8.0,77.1,12.0,660.0,664.0,MI,10+ years,RENT,Verified,15423.36,Charged Off
402.54,credit_card,Individual,12.69,2328.23,12000.0,11458.0,0.0,1.0,0.0,C,7.0,74.9,10.0,690.0,694.0,OR,< 1 year,RENT,Verified,29120.0,Fully Paid
162.33,home_improvement,Individual,10.42,162.33,5000.0,4643.0,1.0,2.0,1.0,B,8.0,86.0,18.0,690.0,694.0,OH,2 years,MORTGAGE,Verified,36800.0,Current
302.88,credit_card,Joint App,8.46,302.88,9600.0,3583.0,0.0,1.0,0.0,A,12.0,10.0,21.0,725.0,729.0,IL,10+ years,RENT,Not Verified,65000.0,Current
229.14,debt_consolidation,Individual,10.99,229.14,7000.0,65093.0,0.0,2.0,5.0,B,9.0,29.9,26.0,725.0,729.0,KY,10+ years,MORTGAGE,Not Verified,110000.0,Current
273.39,other,Individual,13.99,273.39,8000.0,11568.0,0.0,0.0,0.0,C,13.0,68.4,21.0,690.0,694.0,CA,4 years,RENT,Source Verified,70000.0,Current
483.7,debt_consolidation,Individual,26.49,483.7,16000.0,7529.0,0.0,1.0,1.0,F,11.0,71.0,21.0,660.0,664.0,TX,10+ years,RENT,Source Verified,115000.0,Charged Off
63.04,other,Individual,8.39,422.31,2000.0,0.0,0.0,0.0,1.0,B,8.0,0.0,22.0,780.0,784.0,NJ,10+ years,MORTGAGE,Not Verified,62000.0,Fully Paid
211.98,home_improvement,Individual,14.31,4140.24,6175.0,1481.0,0.0,1.0,0.0,C,7.0,31.0,18.0,670.0,674.0,PA,10+ years,OWN,Not Verified,65000.0,Fully Paid
946.68,home_improvement,Individual,20.99,1000.0,35000.0,16524.0,0.0,0.0,0.0,E,12.0,44.3,15.0,660.0,664.0,NJ,2 years,RENT,Verified,80000.0,Charged Off
1234.91,home_improvement,Individual,6.99,1234.91,40000.0,8511.0,0.0,1.0,0.0,A,18.0,7.7,34.0,825.0,829.0,FL,,OWN,Source Verified,175000.0,Current
327.43,debt_consolidation,Individual,9.75,10312.07,15500.0,12329.0,0.0,0.0,0.0,B,8.0,22.7,25.0,730.0,734.0,MA,10+ years,RENT,Not Verified,55000.0,Fully Paid
740.18,credit_card,Individual,6.92,0.42,24000.0,43735.0,1.0,0.0,6.0,A,9.0,86.9,27.0,705.0,709.0,IN,10+ years,MORTGAGE,Source Verified,75000.0,Fully Paid
731.84,debt_consolidation,Joint App,17.47,731.84,29150.0,45879.0,0.0,0.0,3.0,D,15.0,93.3,37.0,705.0,709.0,CO,< 1 year,MORTGAGE,Source Verified,40000.0,Current
282.21,credit_card,Individual,16.24,281.99,8000.0,37310.0,0.0,0.0,1.0,C,14.0,81.6,30.0,690.0,694.0,MN,10+ years,MORTGAGE,Verified,95000.0,Fully Paid
1061.54,debt_consolidation,Joint App,16.46,30288.05,30000.0,35417.0,0.0,0.0,1.0,C,29.0,73.8,55.0,695.0,699.0,LA,10+ years,MORTGAGE,Verified,65300.0,Fully Paid
276.68,debt_consolidation,Individual,13.59,276.68,12000.0,9486.0,0.0,0.0,2.0,C,6.0,70.3,29.0,675.0,679.0,GA,2 years,MORTGAGE,Source Verified,91800.0,Current
773.91,debt_consolidation,Individual,13.98,18634.53,22650.0,18909.0,0.0,0.0,3.0,C,11.0,76.6,22.0,690.0,694.0,WA,8 years,MORTGAGE,Not Verified,118000.0,Fully Paid
339.79,credit_card,Individual,13.59,3.33,10000.0,9806.0,0.0,0.0,0.0,C,6.0,63.3,7.0,685.0,689.0,NY,5 years,RENT,Not Verified,36000.0,Fully Paid
137.45,moving,Individual,21.98,2329.11,3600.0,1790.0,0.0,3.0,0.0,E,9.0,68.8,34.0,660.0,664.0,CA,4 years,OWN,Not Verified,52000.0,Fully Paid
108.46,credit_card,Individual,7.24,3181.82,3500.0,3243.0,0.0,0.0,0.0,A,9.0,13.1,17.0,785.0,789.0,CO,6 years,RENT,Not Verified,50295.0,Fully Paid
759.52,credit_card,Individual,17.86,20520.25,30000.0,31127.0,0.0,2.0,7.0,D,20.0,43.8,40.0,695.0,699.0,IL,,OWN,Verified,87000.0,Fully Paid
587.17,debt_consolidation,Individual,10.75,1185.07,18000.0,18478.0,0.0,0.0,0.0,B,16.0,64.4,16.0,660.0,664.0,TX,< 1 year,RENT,Verified,70000.0,Fully Paid
322.79,debt_consolidation,Joint App,13.59,322.79,14000.0,3982.0,0.0,0.0,0.0,C,11.0,12.2,23.0,760.0,764.0,OH,10+ years,RENT,Not Verified,55000.0,Current
361.38,credit_card,Individual,17.97,9580.99,10000.0,10871.0,0.0,0.0,0.0,D,7.0,59.1,12.0,690.0,694.0,CA,2 years,RENT,Not Verified,51000.0,Fully Paid
464.6,debt_consolidation,Individual,7.21,464.6,15000.0,37079.0,0.0,1.0,0.0,A,11.0,53.6,21.0,715.0,719.0,SC,10+ years,OWN,Verified,152000.0,Current
287.44,debt_consolidation,Individual,15.31,287.44,12000.0,10288.0,0.0,0.0,1.0,C,9.0,95.0,18.0,660.0,664.0,VA,2 years,MORTGAGE,Verified,56000.0,Current
220.14,credit_card,Individual,8.24,5834.32,7000.0,28043.0,1.0,2.0,3.0,B,10.0,69.6,24.0,665.0,669.0,CA,8 years,OWN,Verified,80000.0,Fully Paid
902.16,debt_consolidation,Individual,12.61,902.16,40000.0,19452.0,0.0,0.0,0.0,C,5.0,68.3,14.0,725.0,729.0,MD,10+ years,RENT,Not Verified,122230.0,Current
616.03,debt_consolidation,Individual,10.33,616.03,19000.0,6643.0,0.0,0.0,1.0,B,6.0,25.5,12.0,755.0,759.0,GA,8 years,MORTGAGE,Not Verified,55000.0,Current
843.79,debt_consolidation,Joint App,21.45,843.79,30900.0,18057.0,0.0,0.0,1.0,D,6.0,75.2,9.0,740.0,744.0,KY,< 1 year,MORTGAGE,Verified,25000.0,Current
246.01,other,Individual,14.31,10484.01,10500.0,7207.0,1.0,2.0,3.0,C,15.0,23.8,25.0,695.0,699.0,TX,5 years,MORTGAGE,Verified,80000.0,Fully Paid
124.14,debt_consolidation,Individual,7.34,124.14,4000.0,1766.0,0.0,0.0,0.0,A,14.0,20.8,20.0,770.0,774.0,VA,3 years,RENT,Verified,53000.0,Current
677.52,credit_card,Individual,9.99,18677.45,21000.0,55695.0,0.0,0.0,4.0,B,13.0,83.4,54.0,685.0,689.0,TX,9 years,MORTGAGE,Source Verified,95000.0,Fully Paid
658.95,credit_card,Individual,11.44,658.95,20000.0,16713.0,0.0,1.0,0.0,B,9.0,86.0,18.0,685.0,689.0,TX,10+ years,MORTGAGE,Source Verified,100000.0,Charged Off
1207.3,debt_consolidation,Individual,14.65,1207.3,35000.0,79229.0,0.0,0.0,4.0,C,16.0,64.5,41.0,685.0,689.0,TN,2 years,MORTGAGE,Source Verified,195000.0,Charged Off
722.65,debt_consolidation,Individual,5.31,19772.82,24000.0,5784.0,0.0,0.0,2.0,A,12.0,8.3,21.0,820.0,824.0,CA,8 years,MORTGAGE,Not Verified,92760.0,Fully Paid
230.74,debt_consolidation,Individual,11.47,230.74,7000.0,12417.0,0.0,0.0,0.0,B,11.0,75.7,11.0,665.0,669.0,CA,,RENT,Source Verified,41000.0,Charged Off
1238.93,debt_consolidation,Individual,7.21,1238.93,40000.0,7069.0,0.0,0.0,0.0,A,12.0,14.8,19.0,785.0,789.0,CA,10+ years,RENT,Source Verified,100000.0,In Grace Period
288.05,debt_consolidation,Individual,9.44,288.05,9000.0,10889.0,0.0,0.0,0.0,B,8.0,42.4,13.0,725.0,729.0,NC,5 years,MORTGAGE,Not Verified,50000.0,Current
345.62,credit_card,Individual,13.56,345.62,15000.0,1805.0,0.0,0.0,0.0,C,5.0,36.1,6.0,675.0,679.0,TN,2 years,RENT,Source Verified,55000.0,Current
410.21,house,Individual,18.94,410.21,11200.0,33878.0,0.0,2.0,3.0,D,31.0,49.0,68.0,665.0,669.0,WV,7 years,MORTGAGE,Verified,116500.0,Current
946.5,debt_consolidation,Individual,26.06,24946.01,31575.0,27524.0,0.0,1.0,0.0,G,11.0,74.0,15.0,725.0,729.0,NJ,10+ years,RENT,Source Verified,83400.0,Fully Paid
407.2,credit_card,Individual,7.97,407.2,13000.0,19268.0,0.0,0.0,1.0,A,11.0,50.3,18.0,730.0,734.0,SD,2 years,OWN,Not Verified,39300.0,Current
233.98,credit_card,Individual,12.69,5037.47,6975.0,4931.0,2.0,2.0,1.0,C,11.0,58.0,20.0,660.0,664.0,MS,10+ years,MORTGAGE,Not Verified,40000.0,Fully Paid
673.79,debt_consolidation,Individual,12.99,673.47,20000.0,15061.0,1.0,0.0,0.0,C,12.0,72.8,14.0,680.0,684.0,NY,3 years,RENT,Source Verified,58000.0,Fully Paid
616.82,debt_consolidation,Individual,6.92,1846.08,20000.0,27358.0,0.0,0.0,4.0,A,9.0,87.2,25.0,660.0,664.0,CA,7 years,RENT,Verified,92000.0,Fully Paid
313.32,credit_card,Individual,7.99,313.32,10000.0,9432.0,0.0,1.0,0.0,A,19.0,25.2,35.0,745.0,749.0,NM,2 years,RENT,Not Verified,68000.0,Current
1145.69,debt_consolidation,Individual,10.99,1145.66,35000.0,30605.0,0.0,0.0,6.0,B,25.0,86.9,62.0,685.0,689.0,MI,3 years,MORTGAGE,Verified,90000.0,Fully Paid
1153.67,debt_consolidation,Individual,11.47,13240.57,35000.0,41679.0,0.0,3.0,3.0,B,24.0,64.0,53.0,680.0,684.0,IL,10+ years,MORTGAGE,Verified,166130.0,Fully Paid
321.5,debt_consolidation,Individual,9.75,80.96,10000.0,6020.0,0.0,0.0,0.0,B,9.0,73.5,15.0,675.0,679.0,CA,10+ years,RENT,Verified,75000.0,Fully Paid
345.85,credit_card,Individual,13.59,345.85,15000.0,48097.0,0.0,0.0,0.0,C,10.0,77.2,19.0,725.0,729.0,CA,10+ years,RENT,Not Verified,84000.0,Current
481.84,debt_consolidation,Individual,5.32,28.27,16000.0,7937.0,0.0,0.0,3.0,A,14.0,11.1,35.0,810.0,814.0,NY,3 years,RENT,Not Verified,123500.0,Fully Paid
552.12,debt_consolidation,Individual,13.49,552.12,24000.0,18647.0,0.0,0.0,1.0,C,8.0,58.6,28.0,710.0,714.0,LA,10+ years,MORTGAGE,Source Verified,50000.0,Current
197.82,debt_consolidation,Individual,7.07,197.82,6400.0,4884.0,0.0,0.0,0.0,A,9.0,14.5,13.0,780.0,784.0,MA,3 years,OWN,Source Verified,30000.0,Current
488.16,debt_consolidation,Individual,11.99,488.16,21950.0,10160.0,1.0,1.0,2.0,B,9.0,78.2,11.0,675.0,679.0,MI,10+ years,MORTGAGE,Source Verified,50000.0,Current
956.55,other,Individual,21.49,32356.78,35000.0,3111.0,0.0,0.0,3.0,D,8.0,17.8,15.0,665.0,669.0,NH,10+ years,MORTGAGE,Verified,127000.0,Fully Paid
846.31,debt_consolidation,Individual,17.14,34160.14,33950.0,43526.0,0.0,0.0,6.0,D,29.0,54.3,55.0,690.0,694.0,PA,10+ years,MORTGAGE,Verified,82000.0,Fully Paid
375.88,debt_consolidation,Individual,7.97,375.88,12000.0,34523.0,0.0,0.0,3.0,A,9.0,69.5,27.0,720.0,724.0,TN,9 years,MORTGAGE,Verified,65000.0,Current
396.0,debt_consolidation,Individual,11.55,395.89,12000.0,30364.0,0.0,0.0,3.0,B,14.0,82.5,34.0,715.0,719.0,VA,10+ years,MORTGAGE,Verified,82000.0,Fully Paid
225.48,debt_consolidation,Individual,16.99,4183.96,6325.0,8079.0,0.0,1.0,0.0,D,5.0,72.1,8.0,680.0,684.0,IL,,RENT,Source Verified,16000.0,Fully Paid
769.57,debt_consolidation,Individual,11.49,32783.13,35000.0,43958.0,0.0,0.0,4.0,B,15.0,48.0,43.0,730.0,734.0,VA,4 years,MORTGAGE,Verified,141400.0,Fully Paid
186.23,debt_consolidation,Individual,7.35,186.23,6000.0,5516.0,0.0,0.0,1.0,A,6.0,56.9,9.0,685.0,689.0,PA,1 year,MORTGAGE,Verified,45000.0,Current
356.48,debt_consolidation,Individual,16.99,7127.45,10000.0,13996.0,0.0,0.0,5.0,D,12.0,62.8,19.0,665.0,669.0,WA,10+ years,RENT,Verified,55000.0,Fully Paid
556.83,debt_consolidation,Individual,22.39,556.83,20000.0,19759.0,0.0,0.0,3.0,E,9.0,86.3,22.0,675.0,679.0,ID,4 years,MORTGAGE,Source Verified,70000.0,Charged Off
532.5,debt_consolidation,Individual,21.7,11829.17,14000.0,5662.0,1.0,3.0,4.0,E,18.0,60.9,41.0,665.0,669.0,MO,3 years,MORTGAGE,Source Verified,56000.0,Fully Paid
662.08,credit_card,Individual,22.35,662.08,23800.0,19786.0,0.0,0.0,0.0,D,10.0,75.5,15.0,675.0,679.0,NY,7 years,RENT,Verified,45000.0,Current
664.2,credit_card,Individual,11.99,664.2,20000.0,25741.0,0.0,0.0,0.0,B,9.0,51.0,13.0,700.0,704.0,OK,10+ years,MORTGAGE,Not Verified,60000.0,Current
438.37,debt_consolidation,Individual,11.99,445.0,13200.0,10014.0,0.0,0.0,0.0,B,8.0,85.6,28.0,680.0,684.0,WY,9 years,OWN,Not Verified,56000.0,Charged Off
224.18,debt_consolidation,Joint App,20.39,224.18,6000.0,8742.0,0.0,0.0,0.0,D,10.0,100.5,12.0,695.0,699.0,FL,10+ years,RENT,Not Verified,13661.0,Current
585.36,debt_consolidation,Individual,12.49,8675.63,17500.0,36967.0,0.0,1.0,5.0,B,19.0,65.5,45.0,690.0,694.0,MD,10+ years,MORTGAGE,Not Verified,135680.0,Fully Paid
558.32,credit_card,Individual,13.99,558.32,24000.0,27171.0,0.0,1.0,1.0,C,26.0,40.9,30.0,690.0,694.0,FL,10+ years,RENT,Not Verified,48000.0,Current
611.54,debt_consolidation,Individual,13.58,611.54,18000.0,16645.0,0.0,1.0,0.0,C,12.0,26.4,31.0,690.0,694.0,NY,10+ years,OWN,Source Verified,120000.0,Current
313.18,credit_card,Individual,7.96,313.18,10000.0,5555.0,0.0,0.0,0.0,A,5.0,58.5,5.0,715.0,719.0,NY,3 years,RENT,Source Verified,25000.0,Current
611.82,credit_card,Individual,16.29,611.82,25000.0,19044.0,0.0,6.0,8.0,D,13.0,41.2,38.0,700.0,704.0,AZ,9 years,MORTGAGE,Verified,74000.0,Current
697.23,major_purchase,Individual,17.09,697.23,28000.0,15194.0,1.0,0.0,0.0,D,14.0,31.5,21.0,675.0,679.0,NY,4 years,RENT,Source Verified,129000.0,Current
317.71,debt_consolidation,Individual,16.29,979.7,9000.0,18288.0,0.0,1.0,,D,3.0,77.5,6.0,680.0,684.0,NM,5 years,RENT,Source Verified,45600.0,Fully Paid
236.87,home_improvement,Joint App,12.62,236.87,10500.0,7623.0,0.0,0.0,3.0,C,13.0,52.9,29.0,675.0,679.0,CA,10+ years,RENT,Verified,45000.0,Current
150.58,credit_card,Individual,5.32,4388.98,5000.0,2859.0,0.0,0.0,3.0,A,10.0,6.5,20.0,815.0,819.0,NC,1 year,MORTGAGE,Not Verified,120000.0,Fully Paid
870.02,debt_consolidation,Individual,22.35,870.02,31275.0,29410.0,0.0,0.0,1.0,D,13.0,37.1,34.0,730.0,734.0,CA,1 year,MORTGAGE,Not Verified,300000.0,Current
1269.73,other,Individual,18.25,35567.04,35000.0,12016.0,0.0,1.0,0.0,E,4.0,84.0,7.0,690.0,694.0,TX,4 years,RENT,Source Verified,90000.0,Fully Paid
504.3,credit_card,Individual,13.33,134.56,22000.0,19824.0,0.0,0.0,1.0,C,7.0,96.7,12.0,720.0,724.0,PA,2 years,MORTGAGE,Verified,66000.0,Fully Paid
250.29,debt_consolidation,Individual,7.89,250.09,8000.0,16198.0,0.0,0.0,2.0,A,9.0,46.4,29.0,725.0,729.0,CT,10+ years,OWN,Source Verified,110000.0,Fully Paid
322.63,debt_consolidation,Individual,9.99,3913.88,10000.0,11530.0,0.0,1.0,1.0,B,7.0,54.4,13.0,675.0,679.0,WI,2 years,MORTGAGE,Source Verified,52000.0,Fully Paid
1054.02,credit_card,Individual,5.32,1054.02,35000.0,144243.0,0.0,0.0,3.0,A,16.0,24.2,29.0,795.0,799.0,CA,10+ years,MORTGAGE,Verified,590000.0,Current
1236.37,credit_card,Joint App,7.07,1236.37,40000.0,42690.0,0.0,0.0,4.0,A,18.0,52.7,31.0,725.0,729.0,CA,< 1 year,MORTGAGE,Source Verified,185000.0,Current
699.3,debt_consolidation,Individual,14.08,699.3,30000.0,34147.0,0.0,2.0,5.0,C,15.0,40.3,33.0,685.0,689.0,TN,10+ years,MORTGAGE,Source Verified,90000.0,Current
289.35,credit_card,Individual,9.75,289.35,9000.0,16442.0,3.0,1.0,0.0,B,14.0,58.1,32.0,685.0,689.0,PA,10+ years,MORTGAGE,Source Verified,89000.0,Current
270.11,other,Individual,15.61,269.79,7725.0,3669.0,0.0,1.0,0.0,D,6.0,26.0,19.0,695.0,699.0,NY,7 years,RENT,Source Verified,60000.0,Fully Paid
988.36,debt_consolidation,Individual,7.02,988.36,32000.0,15185.0,0.0,0.0,0.0,A,24.0,27.1,47.0,690.0,694.0,NJ,7 years,RENT,Not Verified,85000.0,Current
134.05,debt_consolidation,Individual,12.62,134.05,4000.0,11254.0,0.0,0.0,0.0,C,8.0,92.0,8.0,685.0,689.0,IN,4 years,RENT,Not Verified,33819.0,Charged Off
958.67,home_improvement,Individual,6.67,958.67,31200.0,3879.0,0.0,1.0,1.0,A,8.0,4.8,14.0,745.0,749.0,FL,< 1 year,MORTGAGE,Verified,250000.0,Current
196.38,small_business,Individual,24.08,196.38,5000.0,4552.0,1.0,1.0,0.0,F,7.0,37.0,13.0,700.0,704.0,IL,10+ years,OWN,Verified,15942.0,Charged Off
692.78,home_improvement,Individual,13.66,16900.6,30000.0,9774.0,0.0,1.0,3.0,C,21.0,11.4,46.0,775.0,779.0,CA,4 years,MORTGAGE,Verified,80000.0,Fully Paid
192.68,debt_consolidation,Individual,9.67,4720.1,6000.0,1745.0,0.0,1.0,0.0,B,4.0,31.7,25.0,660.0,664.0,WV,3 years,RENT,Verified,15000.0,Fully Paid
185.32,credit_card,Individual,7.02,185.32,6000.0,4797.0,0.0,0.0,1.0,A,8.0,26.8,19.0,770.0,774.0,FL,10+ years,RENT,Not Verified,56000.0,Current
234.43,debt_consolidation,Individual,9.67,4754.96,7300.0,6716.0,0.0,0.0,2.0,B,7.0,69.2,18.0,660.0,664.0,MD,7 years,MORTGAGE,Not Verified,52000.0,Fully Paid
135.92,car,Joint App,13.59,2582.59,4000.0,710.0,1.0,0.0,1.0,C,8.0,7.7,11.0,675.0,679.0,MN,3 years,RENT,Source Verified,60000.0,Fully Paid
1038.81,debt_consolidation,Individual,5.31,1038.81,34500.0,0.0,0.0,0.0,0.0,A,7.0,0.0,25.0,815.0,819.0,CA,6 years,RENT,Source Verified,113000.0,Current
475.06,debt_consolidation,Individual,11.53,6725.78,14400.0,23983.0,0.0,0.0,2.0,B,15.0,72.9,19.0,675.0,679.0,CA,10+ years,MORTGAGE,Not Verified,117000.0,Fully Paid
301.11,credit_card,Individual,5.31,301.11,10000.0,9221.0,0.0,0.0,1.0,A,5.0,76.2,11.0,665.0,669.0,CA,5 years,MORTGAGE,Not Verified,135000.0,Current
463.09,debt_consolidation,Individual,6.99,6257.57,15000.0,11721.0,0.0,0.0,0.0,A,6.0,66.6,23.0,690.0,694.0,NJ,5 years,OWN,Not Verified,85000.0,Fully Paid
237.98,debt_consolidation,Individual,19.19,930.71,6475.0,5810.0,0.0,0.0,0.0,E,7.0,78.5,20.0,670.0,674.0,NC,3 years,OWN,Not Verified,30000.0,Fully Paid
